770.00,0.08,500
556.00,0.16,500
502.00,0.25,500
487.00,0.34,500
524.00,0.43,500
524.00,0.51,500
487.00,0.60,500
487.00,0.69,500
524.00,0.78,500
569.00,0.86,500
502.00,0.96,500
487.00,1.04,500
502.00,1.12,500
749.00,1.21,500
582.00,1.30,500
502.00,1.39,500
502.00,1.47,500
539.00,1.56,500
674.00,1.65,500
487.00,1.74,500
487.00,1.82,500
524.00,1.91,500
736.00,2.00,500
502.00,2.09,500
487.00,2.17,500
487.00,2.26,500
587.00,2.35,500
524.00,2.43,500
468.00,2.52,500
446.00,2.62,500
468.00,2.69,500
556.00,2.78,500
455.00,2.88,500
446.00,2.96,500
446.00,3.04,500
477.00,3.13,500
468.00,3.22,500
455.00,3.31,500
455.00,3.39,500
455.00,3.48,500
468.00,3.57,500
455.00,3.66,500
458.00,3.74,500
468.00,3.83,500
569.00,3.92,500
539.00,4.01,500
487.00,4.09,500
487.00,4.18,500
502.00,4.26,500
512.00,4.35,500
487.00,4.44,500
477.00,4.53,500
502.00,4.62,500
539.00,4.70,500
524.00,4.79,500
512.00,4.88,500
524.00,4.96,500
556.00,5.05,500
524.00,5.14,500
524.00,5.23,500
556.00,5.31,500
792.00,5.40,500
539.00,5.49,500
512.00,5.57,500
524.00,5.66,500
756.00,5.75,500
502.00,5.86,500
512.00,5.92,500
601.00,6.01,500
502.00,6.10,500
487.00,6.18,500
502.00,6.27,500
