795.00,0.08,500
490.00,0.17,500
490.00,0.25,500
500.00,0.34,500
640.00,0.43,500
475.00,0.51,500
490.00,0.60,500
500.00,0.69,500
570.00,0.77,500
510.00,0.86,500
490.00,0.96,500
500.00,1.04,500
600.00,1.13,500
770.00,1.21,500
500.00,1.30,500
500.00,1.39,500
510.00,1.47,500
695.00,1.56,500
490.00,1.65,500
490.00,1.73,500
500.00,1.82,500
725.00,1.91,500
500.00,2.00,500
475.00,2.09,500
490.00,2.17,500
555.00,2.26,500
555.00,2.35,500
455.00,2.44,500
445.00,2.52,500
465.00,2.61,500
555.00,2.69,500
435.00,2.78,500
435.00,2.87,500
435.00,2.96,500
500.00,3.04,500
455.00,3.13,500
445.00,3.22,500
440.00,3.30,500
455.00,3.39,500
465.00,3.48,500
440.00,3.57,500
445.00,3.66,500
465.00,3.75,500
590.00,3.83,500
475.00,3.92,500
465.00,4.00,500
475.00,4.09,500
510.00,4.18,500
510.00,4.26,500
465.00,4.36,500
465.00,4.44,500
490.00,4.53,500
640.00,4.62,500
475.00,4.71,500
475.00,4.79,500
490.00,4.87,500
545.00,4.97,500
500.00,5.06,500
510.00,5.14,500
510.00,5.22,500
555.00,5.32,500
555.00,5.40,500
500.00,5.49,500
510.00,5.57,500
640.00,5.66,500
680.00,5.75,500
500.00,5.86,500
545.00,5.92,500
545.00,6.01,500
475.00,6.10,500
475.00,6.19,500
510.00,6.27,500
