489.00,0.08,500
455.00,0.17,500
455.00,0.25,500
475.00,0.34,500
511.00,0.43,500
465.00,0.52,500
465.00,0.60,500
465.00,0.69,500
588.00,0.78,500
489.00,0.86,500
465.00,0.95,500
465.00,1.03,500
511.00,1.12,500
779.00,1.21,500
489.00,1.31,500
475.00,1.39,500
489.00,1.48,500
603.00,1.56,500
543.00,1.65,500
475.00,1.73,500
475.00,1.82,500
527.00,1.91,500
743.00,1.99,500
489.00,2.10,500
475.00,2.17,500
489.00,2.26,500
623.00,2.34,500
511.00,2.43,500
455.00,2.52,500
455.00,2.60,500
475.00,2.70,500
500.00,2.78,500
455.00,2.87,500
455.00,2.95,500
455.00,3.05,500
489.00,3.13,500
475.00,3.22,500
465.00,3.31,500
465.00,3.39,500
475.00,3.48,500
465.00,3.57,500
465.00,3.65,500
465.00,3.74,500
489.00,3.83,500
679.00,3.92,500
511.00,4.01,500
511.00,4.09,500
556.00,4.18,500
511.00,4.26,500
511.00,4.35,500
500.00,4.44,500
500.00,4.53,500
570.00,4.61,500
556.00,4.71,500
511.00,4.79,500
511.00,4.88,500
543.00,4.96,500
511.00,5.05,500
511.00,5.14,500
511.00,5.23,500
639.00,5.31,500
556.00,5.40,500
500.00,5.49,500
500.00,5.58,500
556.00,5.66,500
639.00,5.75,500
511.00,5.82,500
500.00,5.93,500
455.00,6.02,500
455.00,6.11,500
475.00,6.19,500
