550.00,0.08,500
535.00,0.16,500
535.00,0.25,500
535.00,0.34,500
535.00,0.43,500
535.00,0.51,500
550.00,0.60,500
535.00,0.70,500
535.00,0.78,500
535.00,0.86,500
535.00,0.95,500
515.00,1.04,500
500.00,1.12,500
500.00,1.21,500
480.00,1.30,500
470.00,1.39,500
470.00,1.47,500
470.00,1.56,500
480.00,1.65,500
500.00,1.74,500
500.00,1.82,500
500.00,1.91,500
480.00,2.00,500
500.00,2.09,500
480.00,2.17,500
470.00,2.26,500
470.00,2.35,500
470.00,2.44,500
470.00,2.52,500
455.00,2.61,500
470.00,2.70,500
470.00,2.79,500
480.00,2.88,500
480.00,2.96,500
480.00,3.05,500
480.00,3.13,500
500.00,3.22,500
515.00,3.31,500
515.00,3.39,500
515.00,3.49,500
515.00,3.57,500
515.00,3.66,500
515.00,3.74,500
515.00,3.83,500
535.00,3.92,500
550.00,4.00,500
535.00,4.10,500
515.00,4.18,500
515.00,4.27,500
515.00,4.35,500
515.00,4.44,500
500.00,4.54,500
480.00,4.62,500
500.00,4.70,500
480.00,4.79,500
480.00,4.88,500
480.00,4.96,500
515.00,5.05,500
515.00,5.14,500
515.00,5.23,500
515.00,5.32,500
515.00,5.40,500
515.00,5.49,500
535.00,5.58,500
515.00,5.66,500
515.00,5.75,500
500.00,5.86,500
500.00,5.92,500
500.00,6.01,500
500.00,6.10,500
500.00,6.19,500
535.00,6.27,500
