856.96,0.08,500
514.07,0.16,500
487.25,0.26,500
493.22,0.34,500
500.11,0.42,500
533.21,0.51,500
492.39,0.60,500
488.73,0.70,500
503.88,0.78,500
567.23,0.86,500
501.37,0.95,500
488.63,1.04,500
489.81,1.13,500
765.83,1.21,500
595.48,1.30,500
500.97,1.39,500
498.75,1.47,500
514.24,1.56,500
676.06,1.65,500
522.86,1.74,500
493.17,1.82,500
498.04,1.91,500
697.31,2.00,500
602.38,2.08,500
511.12,2.18,500
508.90,2.26,500
535.78,2.35,500
782.72,2.43,500
511.28,2.52,500
491.78,2.61,500
490.63,2.70,500
507.03,2.78,500
550.45,2.87,500
492.23,2.95,500
490.45,3.04,500
488.32,3.14,500
590.98,3.22,500
523.32,3.30,500
509.93,3.40,500
514.05,3.48,500
524.88,3.57,500
534.97,3.65,500
523.86,3.74,500
535.85,3.83,500
629.73,3.92,500
593.64,4.01,500
546.39,4.09,500
550.86,4.18,500
514.27,4.26,500
627.34,4.35,500
546.34,4.44,500
535.58,4.53,500
547.19,4.61,500
640.17,4.71,500
547.97,4.79,500
550.67,4.88,500
547.28,4.97,500
610.81,5.05,500
564.32,5.14,500
575.00,5.22,500
610.79,5.31,500
659.58,5.40,500
544.66,5.49,500
537.04,5.58,500
579.76,5.66,500
620.75,5.76,500
521.52,5.91,500
529.88,5.93,500
535.09,6.02,500
489.93,6.10,500
490.46,6.19,500
518.20,6.27,500
