489.67,0.00,270.00
281.37,0.15,273.00
293.35,0.32,284.38
757.69,0.49,306.60
405.29,0.67,344.18
433.36,0.84,361.57
465.86,1.02,317.37
289.49,1.19,290.52
251.13,1.37,275.47
280.37,1.54,270.13
242.63,1.72,272.85
270.43,1.89,284.33
340.93,2.06,306.68
372.26,2.24,345.20
360.67,2.42,360.03
291.57,2.59,316.85
223.31,2.77,290.21
170.54,2.94,275.56
178.08,3.12,270.09
165.18,3.29,273.04
164.55,3.46,284.38
215.74,3.64,307.67
269.11,3.82,345.93
328.16,3.99,361.24
357.82,4.16,316.97
283.94,4.34,290.41
242.26,4.52,275.06
205.16,4.68,270.10
195.73,4.86,272.92
214.60,5.03,284.41
223.57,5.21,307.35
242.38,5.39,345.40
336.67,5.56,360.14
451.76,5.73,317.35
357.57,5.91,290.51
328.16,6.08,275.58
