490.00,0.08,500
570.00,0.16,500
630.00,0.26,500
500.00,0.34,500
490.00,0.43,500
500.00,0.51,500
525.00,0.60,500
515.00,0.68,500
490.00,0.77,500
500.00,0.86,500
585.00,0.95,500
540.00,1.04,500
500.00,1.12,500
500.00,1.21,500
540.00,1.30,500
750.00,1.40,500
525.00,1.48,500
515.00,1.56,500
525.00,1.65,500
665.00,1.73,500
555.00,1.82,500
515.00,1.91,500
515.00,2.00,500
690.00,2.08,500
615.00,2.17,500
515.00,2.26,500
515.00,2.35,500
555.00,2.43,500
705.00,2.52,500
500.00,2.61,500
490.00,2.70,500
490.00,2.78,500
540.00,2.87,500
515.00,2.96,500
480.00,3.04,500
480.00,3.13,500
500.00,3.22,500
515.00,3.30,500
490.00,3.39,500
490.00,3.48,500
490.00,3.57,500
500.00,3.66,500
490.00,3.74,500
490.00,3.83,500
500.00,3.92,500
650.00,4.01,500
540.00,4.09,500
500.00,4.18,500
500.00,4.27,500
515.00,4.35,500
500.00,4.44,500
515.00,4.53,500
500.00,4.62,500
540.00,4.70,500
705.00,4.79,500
525.00,4.88,500
515.00,4.96,500
525.00,5.05,500
555.00,5.14,500
540.00,5.23,500
525.00,5.31,500
540.00,5.40,500
750.00,5.49,500
570.00,5.58,500
515.00,5.66,500
515.00,5.75,500
500.00,5.86,500
490.00,5.92,500
500.00,6.01,500
600.00,6.10,500
490.00,6.19,500
480.00,6.27,500
